INFO:
[rtm]
Execution completed successfully.
INFO:
List of objects imported:
Type,Name,Source Project,Target Project,Source Path,Target Path,Resolution,Renamed To
Reference Table,TL_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,,
Reference Table,TS_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,,
Reference Table,TP_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,,
Reference Table,PP_RT_7,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,,
Reference Table,TP_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,,
Reference Table,TP_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,,
Reference Table,TL_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,,
Reference Table,TL_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,,
Reference Table,TS_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,,
Reference Table,TP_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,,
Total number of objects imported is [278].
INFO:
[Import Before Copy Tags Job]
Execution completed successfully.
INFO:
[Multi-Instance Contribution Job]
Execution completed successfully.
INFO:
[Import Data Object Job]
Data Model Mappings resolution completed.
INFO:
[Import Before Copy Data Domains Rule]
Execution completed successfully.
INFO:
[SQL Endpoint Import Job]
Data Model Mappings resolution completed.
INFO:
[Import Before Copy Matcher Transformation Job]
Execution completed successfully.
INFO:
[Import Before Copy EDR Job]
Non interactive connection resolution completed.
INFO:
[Import After Copy Hadoop Connection Job]
Execution completed successfully.
INFO:
[Import Post Copy Data Domains Rule]
Execution completed successfully.
INFO:
[Import Post Copy Profile Time Update]
Execution completed successfully.
INFO:
[EDR Import Job]
Connections rebinding was successful.
List of connections binding after import:
Source Connection, Target Connection
STAGE,STAGE
dqtx_src,dqtx_src

INFO:
[Import Post Copy Content]
Execution completed successfully.
INFO:
[Import After Commit Tags Job]
Execution completed successfully.
INFO:
[Import After Commit Hadoop Connection Job]
Execution completed successfully.
INFO:
[Import After Commit AppSDK Job]
Execution completed successfully.
INFO:
[Import Post Commit Content ]
Execution completed successfully.
Command ran successfully.
INFO:
[rtm]
Execution completed successfully.
INFO:
List of objects imported:
Type,Name,Source Project,Target Project,Source Path,Target Path,Resolution,Renamed To
Relational Data Object,ALL_DQ_Mapping,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Content Set,Probablilistic_models1,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Content Set,DQ_content,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Mapping,ALL_DQ_Mapping,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Relational Data Object,ALL_DQ_Mapping_ISSUE,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Rule,MatchMapplet,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Reference Table,PP_RT_1,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Reference Table,CC_RTM,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Flat File Data Object,ALL_SOURCE_DQ,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Flat File Data Object,ASSOCIATION_TARGET_DQ,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Reference Table,TP_RTM,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Flat File Data Object,ALL_TARGET_DQ,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Flat File Data Object,MATCH_TARGET_DQ,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Reference Table,TL_RTM,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Reference Table,TS_RTM,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Flat File Data Object,AV_IMO_TARGET_DQ,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Flat File Data Object,AV_Consolidation_DQ,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Flat File Data Object,Exception_Target,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Flat File Data Object,AV_Target_DQ_New,CLU_PROJECT,CLU_PROJECT,/oie_export,/oie_export,replace,
Reference Table,DELETE_THIS_RT_1,CLU_PROJECT,CLU_PROJECT,/cms_purge,/cms_purge,replace,
Reference Table,DELETE_THIS_RT_2,CLU_PROJECT,CLU_PROJECT,/cms_purge,/cms_purge,replace,
Reference Table,DELETE_THIS_RT_3,CLU_PROJECT,CLU_PROJECT,/cms_purge,/cms_purge,replace,
Flat File Data Object,ALL_SOURCE_DQ,CLU_PROJECT,CLU_PROJECT,/RTM_IMPORT,/RTM_IMPORT,replace,
Flat File Data Object,ALL_SOURCE_DQ,CLU_PROJECT,CLU_PROJECT,/oie_import,/oie_import,replace,
Reference Table,PP_RT_1,CLU_PROJECT,CLU_PROJECT,/RTM_EXPORT,/RTM_EXPORT,replace,
Reference Table,TS_RTM,CLU_PROJECT,CLU_PROJECT,/RTM_EXPORT,/RTM_EXPORT,replace,
Reference Table,CC_RTM,CLU_PROJECT,CLU_PROJECT,/RTM_EXPORT,/RTM_EXPORT,replace,
Reference Table,TL_RTM,CLU_PROJECT,CLU_PROJECT,/RTM_EXPORT,/RTM_EXPORT,replace,
Reference Table,TP_RTM,CLU_PROJECT,CLU_PROJECT,/RTM_EXPORT,/RTM_EXPORT,replace,
Reference Table,TP_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_9,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_4,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_3,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_7,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_8,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_2,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_10,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_11,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_1,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_12,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_5,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TL_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TS_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,PP_RT_6,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,TP_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge4,/cms_purge4,replace,
Reference Table,CC_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_12,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_10,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_1,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_2,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_8,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_5,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_11,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_7,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_6,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_3,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_9,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TL_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,CC_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,PP_RT_4,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TP_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge1,/cms_purge1,replace,
Reference Table,TS_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_11,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_8,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_2,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_7,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_3,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_6,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_12,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_1,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_4,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_5,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_9,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM10,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,CC_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,PP_RT_10,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TP_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM6,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TS_RTM7,CLU_PROJECT,CLU_PROJECT,/cms_purge2,/cms_purge2,replace,
Reference Table,TL_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM8,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_11,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TS_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TL_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_5,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM9,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM4,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM11,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_3,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM2,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,PP_RT_2,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,TP_RTM5,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM1,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
Reference Table,CC_RTM3,CLU_PROJECT,CLU_PROJECT,/cms_purge3,/cms_purge3,replace,
